,baseMean,log2FoldChange,lfcSE,pvalue,padj
FTH1P8,6.681237363,-0.008923236,0.064371204,0.142937339,NA
FUT1,28.82243664,0.012580659,0.064497682,0.272184358,NA
FUT2,23.06475996,0.008770127,0.063888789,0.351768756,NA
FUT6,14.50785768,0.003452694,0.063328559,0.672402955,NA
FUT7,50.47480523,0.013740972,0.063523127,0.406334157,NA
FUT9,6.98510359,0.002771435,0.063465983,0.678486637,NA
FXYD3,8.472150652,0.000492453,0.063225567,0.951790912,NA
FYB2,8.618504286,0.00355599,0.063373687,0.6541183,NA
FZD3,49.4686246,-0.008807486,0.063774817,0.384199021,NA
FZD4,37.5368139,0.017501461,0.065338178,0.243643307,NA
FZD6,21.34276557,0.003554286,0.063005988,0.733169178,NA
FZD8,43.65308401,0.002788915,0.061667546,0.861371994,NA
FZD9,25.29242019,0.016460721,0.065536562,0.196196492,NA
G6PC1,11.78802657,0.002471745,0.063203153,0.775546055,NA
GABRA3,47.52036324,0.000561841,0.062664883,0.961822983,NA
GABRB2,54.97953322,0.001479373,0.061051571,0.933402478,NA
GABRD,11.5951704,-0.003822174,0.063294378,0.658132425,NA
GABRG3,10.19163827,-0.003173547,0.063386522,0.672592988,NA
GAD1,7.472175131,-0.00665424,0.063898117,0.312352757,NA
GAD2,10.54343928,-0.006371437,0.063654292,0.439333083,NA
GADL1,45.92725622,-0.002083552,0.061545852,0.896496519,NA
GALNT13,8.729723461,-5.28E-05,0.063536142,0.989139869,NA
GALNT14,11.37351522,0.005830326,0.063603145,0.466542797,NA
GALNT16,14.35971141,0.005516729,0.063415113,0.54282844,NA
GALNT5,13.54361201,-0.007534556,0.063658357,0.426084343,NA
GALR1,18.56227537,0.000922119,0.062906108,0.92740897,NA
GALR2,11.18563242,0.002252435,0.063377334,0.754842041,NA
GAPDHP35,10.09550546,0.004667893,0.063584677,0.51112846,NA
GAPDHP39,7.851735146,0.000383888,0.063339872,0.957854003,NA
GAPDHP43,8.627658384,0.001097201,0.0632739,0.886220033,NA
GAPDHP61,9.855468145,0.002247368,0.063250237,0.785518585,NA
GAPT,38.27385189,-0.018835986,0.066547946,0.135671758,NA
GAREM1,30.69899622,0.017777705,0.066537903,0.090648165,NA
GAREM2,41.91286257,0.008090966,0.063816154,0.374274945,NA
GARIN5A,11.41794571,-0.007902666,0.063850789,0.360453605,NA
GARNL3,30.72870106,0.010366819,0.064406172,0.214828156,NA
GAS1,49.98213487,-0.000419978,0.06177179,0.97696293,NA
GAS2,11.47735694,0.001712638,0.063279406,0.826439418,NA
GBP5,44.12461293,0.022140682,0.066783969,0.196199269,NA
GCK,9.091410783,0.00388589,0.063472141,0.597444305,NA
GCNA,48.05491905,0.003404237,0.061453211,0.838907138,NA
GCNT3,21.25854279,0.011543383,0.064756644,0.152897671,NA
GCNT7,12.20865098,-0.001150282,0.063210064,0.886466374,NA
GCOM1,39.13701272,0.002581512,0.062939684,0.801403298,NA
GCSAML,17.71474588,-0.007477663,0.063600295,0.443342332,NA
GCSHP3,6.32428122,-0.00105902,0.063695329,0.652503137,NA
GDA,9.678538011,0.004052937,0.063580814,0.530580887,NA
GDF1,20.07817088,0.001007237,0.062796709,0.9270896,NA
GDF6,15.20441555,0.009929497,0.064062959,0.319308554,NA
GDF7,11.09088702,0.002396166,0.063199467,0.781800203,NA
GDNF,12.25438663,0.001924189,0.063220475,0.816877694,NA
GDPD3,40.90485636,0.004915811,0.062070997,0.745557236,NA
GEMIN8P4,19.14722453,0.005303816,0.062990926,0.639279753,NA
GFAP,29.64241429,0.015793718,0.065717419,0.139150142,NA
GFI1,28.00890175,-0.012156043,0.064808103,0.167474383,NA
GFI1B,10.06772958,-0.002267904,0.063379127,0.750068536,NA
GFPT2,27.23574241,0.008660565,0.063514022,0.448009065,NA
GFRA2,23.17789836,-0.001260471,0.063314314,0.853034032,NA
GFRAL,14.38793793,-0.004860356,0.063270452,0.608428857,NA
GGCTP1,12.36889223,-0.009866778,0.064225255,0.266506046,NA
GGN,13.78942081,0.003306248,0.06342998,0.648567822,NA
GGT5,17.28918195,0.012171503,0.064825109,0.170469163,NA
GGTA1,54.00963129,-0.027124963,0.069662393,0.116549932,NA
GGTLC2,29.80781816,0.007748673,0.0631703,0.529350633,NA
GHR,14.28002079,0.010176944,0.064347227,0.237155226,NA
GHRL,50.83055914,0.023866692,0.068500127,0.108922757,NA
GIMAP7,18.51808129,0.007328675,0.063404278,0.496300456,NA
GJA1,50.32875281,0.014623021,0.063976035,0.358759933,NA
GJA3,20.39687068,-0.01417985,0.065150141,0.182369454,NA
GJA9,9.135565867,0.00355926,0.063548171,0.578546254,NA
GJB6,31.81597313,0.017745322,0.065880185,0.18581109,NA
GLB1L3,34.8941261,0.020112786,0.06660254,0.169763394,NA
GLDC,23.35693367,0.028578131,0.072064828,0.031925998,NA
GLI1,30.46440503,-0.01352913,0.065101582,0.159136104,NA
GLI3,8.657479987,-0.007451231,0.064126149,0.185529084,NA
GLIS2,55.55002923,0.015757634,0.063630406,0.383875726,NA
GLRA3,8.064632346,-0.000981633,0.063334307,0.888878223,NA
GLT8D2,11.64332243,0.00697841,0.063670328,0.427439368,NA
GLUD2,17.51811592,-0.015083684,0.065401115,0.168290524,NA
GLULP5,21.42429738,0.008672756,0.06361489,0.430868255,NA
GNAL,42.4406044,0.013087615,0.063737847,0.385290732,NA
GNAT1,18.46471986,0.006152797,0.063157995,0.584381829,NA
GNAT2,21.73203387,-0.003640973,0.063016787,0.721599111,NA
GNB3,16.71533338,0.013198349,0.065135838,0.137979446,NA
GNG3,19.23907271,-0.002190004,0.063027405,0.818397084,NA
GNG4,14.56440787,-0.000508949,0.063097251,0.9527297,NA
GNLY,22.70441354,0.007508322,0.063306652,0.512293521,NA
GNMT,24.08036707,-0.005835297,0.0628307,0.642441174,NA
GNRH1,24.51028711,0.028888662,0.072385184,0.026469688,NA
GNRH2,8.865526671,0.001382509,0.063349311,0.849028522,NA
GNRHR,8.95462242,-0.000330347,0.063225111,0.965344406,NA
GNRHR2,6.66346848,-0.004828929,0.063750482,0.392272972,NA
GOLGA2P10,9.405720032,0.004350886,0.063521724,0.552292603,NA
GOLGA2P5,29.05107857,-0.01115712,0.06388831,0.366806665,NA
GOLGA6L10,35.80482169,0.006750253,0.062864616,0.602033094,NA
GOLGA6L22,18.8110524,0.014366619,0.06520751,0.179298602,NA
GOLGA8J,12.12724717,-0.000994566,0.063314645,0.889213234,NA
GOLGA8K,21.92561883,0.002731522,0.063286492,0.73580129,NA
GOLGA8M,20.09679762,-0.005578586,0.06308267,0.613940026,NA
GOLGA8O,28.33771412,-0.001917448,0.063670746,0.58641772,NA
GOLGA8Q,56.67391816,0.001744169,0.062201834,0.908019953,NA
GOLGA8VP,8.59632969,-0.004260614,0.063517439,0.556454617,NA
GP1BA,56.04785934,0.015941732,0.063878501,0.365127235,NA
GP6,15.73921781,-0.001693982,0.063172457,0.840389349,NA
GPA33,54.40721456,-0.014870942,0.063819403,0.371441975,NA
GPAT2,12.47931979,-0.000927314,0.063092619,0.918797602,NA
GPC2,58.73142108,-0.022548812,0.066604377,0.213233889,NA
GPC5,36.98187822,-0.02272145,0.068627416,0.057817862,NA
GPLD1,52.51839919,0.005372148,0.062593233,0.686417109,NA
GPM6B,14.98629808,-0.004063818,0.063058308,0.690941858,NA
GPR119,20.85615849,0.005365487,0.062890807,0.653572946,NA
GPR135,46.76315014,0.005065733,0.061490382,0.7676621,NA
GPR143,8.501854785,-0.004397878,0.063469247,0.568191767,NA
GPR156,20.81418302,0.011831558,0.064247514,0.306862891,NA
GPR174,14.84659315,-0.025688132,0.070745432,0.017113463,NA
GPR176,16.18461518,-0.003174989,0.063456025,0.64291801,NA
GPR18,18.94366775,-0.018170683,0.066633671,0.095657347,NA
GPR3,21.8697807,0.021018707,0.067811303,0.074015492,NA
GPR37,12.66926304,0.001888692,0.063156981,0.830999435,NA
GPR37L1,27.12761355,0.004041394,0.063199832,0.669556754,NA
GPR39,28.03914364,-0.010523614,0.063886249,0.365164948,NA
GPR45,9.921865141,-0.012847492,0.065193785,0.095492597,NA
GPR63,20.21257211,0.006210584,0.063165139,0.576018702,NA
GPR83,15.1805837,0.005680407,0.063294395,0.568657033,NA
GPRASP1,30.35806819,0.00146347,0.062675179,0.899864361,NA
GPRASP3,42.31525378,-0.016420911,0.065801505,0.150885704,NA
GPRC5A,57.13740635,0.012585959,0.062881984,0.473422518,NA
GPRC5C,24.89425585,0.002633519,0.062745772,0.816803435,NA
GPRIN2,21.34567679,-0.012137116,0.064370522,0.286636289,NA
GPX1P1,6.701059391,-0.009580726,0.064513724,0.115987657,NA
GPX2,9.670050772,-0.001610916,0.06339383,0.809322817,NA
GPX7,53.94509181,-0.014776653,0.063577678,0.391379206,NA
GRAMD4P3,7.553208619,0.005664258,0.063681011,0.436472888,NA
GRAP2,7.122024309,0.002814987,0.063528352,0.64059414,NA
GRAPL,17.25917757,-0.007524748,0.063502626,0.467354091,NA
GREB1L,12.0258011,-0.003441018,0.063568629,0.566254854,NA
GREM2,7.262330396,0.004816136,0.063604587,0.496076841,NA
GREP1,18.90260943,0.004569663,0.063170823,0.646754885,NA
GRHL1,41.99323656,-0.004224519,0.062741647,0.72584096,NA
GRIA1,7.064740784,0.000971927,0.063399672,0.882686373,NA
GRIK1,16.14125854,0.004552175,0.063345146,0.603628343,NA
GRIK2,21.57200226,0.003076428,0.06287665,0.777967695,NA
GRIK4,41.51432868,-0.035497897,0.076322194,0.039856939,NA
GRIN1,10.92254441,0.000163679,0.063474381,0.978321955,NA
GRIN2A,9.534147383,0.002377806,0.063555922,0.655779165,NA
GRIN2C,14.55228012,0.015345322,0.065731627,0.114782628,NA
GRIN3B,27.12650505,0.004507677,0.062739186,0.714137533,NA
GRK7,11.51848665,-0.001027937,0.063159444,0.902105878,NA
GRM6,19.34140443,-0.001525697,0.06289883,0.880174322,NA
GRPR,11.04034549,0.00122358,0.06318428,0.886453896,NA
GRTP1,27.10416903,0.019045142,0.066451595,0.155203717,NA
GSG1,17.47519833,-0.007597764,0.063613727,0.439290721,NA
GSG1L,32.47237495,0.000914604,0.062331503,0.942492621,NA
GSG1L2,17.94910442,0.004822066,0.063033828,0.65740693,NA
GSTA4,52.56000806,0.003413466,0.061233481,0.846429215,NA
GSTT2,11.07027821,-0.011950361,0.065235528,0.015282117,NA
GTF2IP23,8.779016466,-0.004110558,0.063485507,0.576078529,NA
GUCA1B,28.7229967,-0.00939868,0.063390634,0.460477097,NA
GUCY1A2,58.61880744,0.004698184,0.063585347,0.507166863,NA
GUCY1B1,40.71903426,-0.020201332,0.066444021,0.184560241,NA
GUCY2C,22.34361845,0.004352175,0.062609341,0.730759294,NA
GUCY2D,14.86237168,0.006389123,0.063644008,0.442859231,NA
GUCY2F,14.10362524,-0.006466944,0.06340753,0.514800431,NA
GUSBP1,11.90068741,0.005058181,0.063708407,0.427000751,NA
GUSBP13,39.46436203,0.013252914,0.06350122,0.408962181,NA
GUSBP15,8.660499433,0.001313327,0.063719905,0.492580785,NA
GUSBP18,10.17006484,-0.004138637,0.063493639,0.573566883,NA
GUSBP2,21.16916423,0.000474877,0.062724483,0.966903196,NA
GUSBP4,8.404305327,-0.000638271,0.063331559,0.92688521,NA
GUSBP9,39.81213599,0.002084833,0.062053761,0.885454169,NA
GXYLT2,12.56352392,0.000237561,0.063329718,0.973964998,NA
GYPE,5.640387143,-0.000161663,0.063508351,0.978306737,NA
H2AC11,15.60226598,0.001055028,0.06302963,0.911903919,NA
H2AC13,8.951487031,-0.000222323,0.063233937,0.976748624,NA
H2AC15,7.975579261,0.008534841,0.064210333,0.212184246,NA
H2AC20,12.60249877,0.008766571,0.064147863,0.25472964,NA
H2AC8,11.6007366,0.006236298,0.063665336,0.443567434,NA
H2BC11,20.12748137,-0.001431739,0.062880775,0.888493847,NA
H2BC15,50.48510338,0.002284841,0.062031941,0.875011093,NA
H2BC18,17.63085419,0.004614585,0.063220509,0.632389275,NA
H2BC19P,15.06711876,0.001585695,0.063447873,0.800690084,NA
H2BC20P,44.82082994,0.012448982,0.063559737,0.41171985,NA
H2BC26,33.45013969,0.026400083,0.071071007,0.019788048,NA
H2BC4,58.12497017,0.063345981,0.111877211,0.015020509,NA
H2BC6,19.36410682,0.011004105,0.064226163,0.296812367,NA
H2BC8,11.80616376,-9.57E-05,0.063101745,0.989265248,NA
H2BC9,12.88750983,-0.003734154,0.063219141,0.682078696,NA
H2BN1,18.41980997,0.013484093,0.064861643,0.219514195,NA
H3C10,28.50124484,-0.001852486,0.062406389,0.882926913,NA
H3C14,14.67957196,-0.001309751,0.06348328,0.81763924,NA
H4C12,55.10412804,-0.001113654,0.061084063,0.949043893,NA
H4C16,39.3681418,0.008821542,0.062912466,0.537785509,NA
H4C3,9.048660342,-0.000661204,0.063395779,0.916483234,NA
H4C5,7.301911016,-0.001284947,0.063380064,0.855364442,NA
H4C9,8.552731871,9.48E-05,0.063348441,0.991719663,NA
HAP1,13.71186269,-0.016570194,0.066477837,0.035792949,NA
HAS3,29.58501726,0.01821897,0.066674019,0.090864222,NA
HAUS1P1,15.33235531,0.008072533,0.063850447,0.363280044,NA
HAVCR1,57.45895291,1.41E-05,0.062355094,0.991371798,NA
HCAR1,16.0870627,0.004389425,0.063244831,0.640285618,NA
HCAR2,43.51293788,0.021179756,0.06679674,0.177804726,NA
HCG4,9.836574211,0.006415455,0.063715213,0.414094438,NA
HCG9P5,16.10614222,0.012255715,0.06477777,0.191132803,NA
HCN1,8.660104949,0.004669934,0.063476475,0.558043204,NA
HCN2,43.69482399,-0.00786997,0.062208246,0.620929381,NA
HEATR4,20.37032216,0.018289157,0.066689509,0.09075478,NA
HECW2,25.42251702,-0.016753416,0.066390883,0.061047184,NA
HEPH,11.44834362,-0.012019824,0.064981852,0.101714818,NA
HERC2P3,49.80093814,-0.002545666,0.062287363,0.852375338,NA
HES1,43.61683694,-0.002521592,0.061758144,0.86960172,NA
HES4,44.74370136,0.566638271,0.337654821,0.002266945,NA
HEY1,9.643026512,-0.003384788,0.063425796,0.643144402,NA
HEYL,18.31971177,-0.002690931,0.063062582,0.779350891,NA
HGF,41.58905257,-0.005142758,0.062822118,0.668992789,NA
HHIP,17.78504254,0.003306606,0.063295762,0.686486502,NA
HHLA2,22.21248246,0.006255828,0.063454264,0.511034125,NA
HIF3A,31.12303912,-0.002191187,0.062305772,0.86943247,NA
HIP1R,25.8180499,-0.007849606,0.063545651,0.44679581,NA
HLA-DOB,20.33789372,0.014551916,0.065072177,0.211153669,NA
HLA-DPA3,23.13810742,-0.017543522,0.065978653,0.164706066,NA
HLA-H,7.00887321,0.005745407,0.063835636,0.333142787,NA
HLA-J,9.401395137,0.000114077,0.06316437,0.990563753,NA
HMCN1,41.52449428,-0.019929723,0.067788977,0.028541743,NA
HMGB1P14,7.824059148,-0.003015194,0.06345659,0.657576713,NA
HMGB1P3,20.30160043,0.018327815,0.066566774,0.114608772,NA
HMGN1P1,9.218475895,-0.002922034,0.063327879,0.710441541,NA
HMGN2P46,40.03226407,0.047447064,0.089269868,0.014621779,NA
HNF4A,28.9007967,0.023860105,0.069250333,0.052365331,NA
HNRNPA1L3,35.13714654,-0.021911802,0.067386273,0.144317505,NA
HNRNPA1P14,7.978612066,0.001749722,0.063371799,0.804236091,NA
HNRNPA1P16,15.12967848,-0.006067143,0.063397411,0.527972591,NA
HNRNPA1P59,9.484296616,-0.009714038,0.06435193,0.211074136,NA
HNRNPA3P6,52.54259683,-0.027474854,0.070411751,0.084388284,NA
HNRNPH1P1,8.915718216,-0.000541281,0.063260942,0.943277981,NA
HOGA1,7.89931649,0.000573961,0.063317679,0.936609725,NA
HOOK1,12.36030152,0.000829011,0.06342094,0.895939872,NA
HOPX,15.89284026,0.000259392,0.062868288,0.981197398,NA
HOXA1,21.95500944,0.016332898,0.065749631,0.156026815,NA
HOXA2,9.871772647,0.001093967,0.063294288,0.884412266,NA
HOXB1,14.18945008,0.007915404,0.06381632,0.373474398,NA
HP,28.72751615,-0.009790603,0.06428343,0.240293953,NA
HPD,7.310816191,0.002220927,0.063458416,0.729735895,NA
HPDL,25.63711539,0.007910803,0.063182016,0.52300656,NA
HPN,8.011037668,-0.000403986,0.063348483,0.929102131,NA
HRG,16.57020616,-0.003049226,0.063304061,0.704090565,NA
HRH4,9.602979116,2.25E-05,0.063274308,0.998870228,NA
HS3ST3A1,47.30683859,0.033988885,0.075644153,0.029291053,NA
HSD11B1L,54.96607189,0.006852697,0.061547983,0.697685279,NA
HSD11B2,21.59267363,0.004530975,0.062963938,0.681801154,NA
HSD17B13,9.867941494,-0.001513239,0.063358433,0.82903725,NA
HSD17B1P1,33.00572092,0.000454975,0.062104895,0.974686615,NA
HSD17B2,48.24667716,0.023854307,0.06765056,0.167198977,NA
HSD17B6,10.45153656,0.001058812,0.063458191,0.858490674,NA
HSF2BP,17.10422393,0.029386341,0.073169535,0.011269066,NA
HSFX1,20.91457608,-0.011889459,0.064673016,0.201457018,NA
HSFX2,6.279810137,-2.92E-05,0.063700495,0.980522714,NA
HSH2D,24.8301971,0.008240525,0.063668237,0.414304605,NA
HSP90AB2P,7.192420791,-0.004778505,0.063635491,0.473585902,NA
HSP90AB3P,14.30758459,0.000781583,0.063079777,0.932262252,NA
HSPA12B,27.3287337,0.001072969,0.062728015,0.931058561,NA
HSPA2,41.08518501,0.001513397,0.062242756,0.912143672,NA
HSPA8P14,12.95661979,3.06E-05,0.063096624,0.99864489,NA
HSPA8P15,10.65160115,0.009737738,0.064305425,0.231646591,NA
HSPB6,7.701498386,-0.002779841,0.06339494,0.701127602,NA
HSPB7,51.96362054,-0.005814985,0.062314303,0.687075823,NA
HSPD1P11,8.262585113,-0.000596829,0.063249584,0.940105363,NA
HTN1,19.70366033,-0.007999097,0.063802041,0.379445201,NA
HTN3,8.68643832,0.000508029,0.063397065,0.938820381,NA
HTR2B,23.91827664,-0.016545321,0.065584916,0.189720962,NA
HTR3B,21.38776665,0.00886491,0.063676434,0.414795239,NA
HUNK,23.27055847,0.017545236,0.066072576,0.155139891,NA
HYAL1,37.90540053,-0.003179584,0.062688549,0.785980566,NA
HYAL4,8.815012997,0.002796515,0.063461128,0.674647207,NA
HYDIN,19.30355186,-0.003243942,0.063177262,0.720431854,NA
HYKK,36.82851664,0.008333659,0.062980456,0.538405585,NA
ID4,30.61463718,0.010905732,0.063309097,0.460108492,NA
IDO1,19.77344546,0.011247655,0.064498432,0.22941384,NA
IDO2,9.752326626,-0.005902359,0.063634569,0.452812953,NA
IFITM3P6,10.03629377,-0.00384174,0.06352563,0.57287528,NA
IFT122P2,9.736552204,0.000270239,0.063283504,0.971843707,NA
IFT56,55.1766887,0.001139444,0.062275299,0.935456977,NA
IGDCC4,15.03014924,-0.004140814,0.063478827,0.572301333,NA
IGF1,37.28528984,0.006388019,0.063423692,0.512125029,NA
IGFBP3,42.17312999,0.015154629,0.064184311,0.340714462,NA
IGFBP5,46.47620316,-0.005295788,0.062313494,0.709408951,NA
IGFBP7,51.11963881,-0.002876122,0.061233559,0.866433268,NA
IGFBPL1,16.36842431,-0.006964594,0.063346814,0.515626411,NA
IGFN1,12.16409371,0.005041139,0.063577355,0.493895517,NA
IGLON5,56.8984189,-0.016388158,0.063575554,0.380548331,NA
IGLV5-52,30.92756313,-0.000585404,0.062466353,0.960964018,NA
IGSF1,7.898592531,0.008527195,0.064271084,0.163457527,NA
IGSF21,12.58761247,-0.015548497,0.065852679,0.098835186,NA
IGSF5,22.9343484,-0.007717696,0.063252097,0.512846347,NA
IGSF9B,14.61572019,0.005257377,0.063885711,0.233258791,NA
IHO1,26.20368405,0.005738527,0.062963329,0.625694873,NA
IL12RB2,11.04565504,-0.00360365,0.063343667,0.653707969,NA
IL17C,12.24914012,0.002590875,0.063297428,0.746636447,NA
IL17D,25.0384536,0.013187095,0.064465217,0.287630512,NA
IL17RD,13.98461404,0.006392648,0.063964922,0.22649383,NA
IL17RE,30.77834118,-0.005554239,0.062425111,0.691255775,NA
IL17REL,16.03444474,0.006165689,0.063519199,0.493960571,NA
IL18R1,12.1726978,-0.003684418,0.063513605,0.583961121,NA
IL19,10.6792417,0.010356685,0.06443234,0.209107296,NA
IL1R2,13.83201793,0.005559606,0.06344813,0.532664791,NA
IL1RL1,14.10546129,0.006875507,0.063652699,0.437096657,NA
IL20RB,23.10032701,-0.005846252,0.06343012,0.525202467,NA
IL23A,32.65598326,0.006978699,0.062876124,0.591809205,NA
IL27,8.480567042,0.002763523,0.063352056,0.717803813,NA
IL31RA,11.27164495,0.000533352,0.063439355,0.931254666,NA
IL32,45.26623439,0.038704297,0.079622395,0.024098989,NA
IL33,16.75184917,-0.000197507,0.062946175,0.980097324,NA
IL5RA,8.338722574,-0.012182391,0.065189272,0.044482864,NA
IL6,40.33740544,0.016742352,0.065530111,0.202802701,NA
IL7,25.53225179,0.013750785,0.064939654,0.210621167,NA
IL9R,16.00011287,0.001775458,0.063693533,0.551499943,NA
IL9RP3,12.14213596,-0.003384532,0.063322509,0.678909805,NA
ILDR2,7.745516137,-0.005665627,0.063692249,0.424320663,NA
IMPDH1P10,5.335502436,-3.37E-05,0.063714795,0.974714101,NA
IMPG1,9.971299255,-0.000304058,0.063462826,0.955421914,NA
INAVA,46.34722694,0.042808902,0.084822343,0.008661523,NA
INCA1,58.44133119,0.023110805,0.066775915,0.212158046,NA
INHBE,7.829784246,0.002433006,0.063480666,0.689927956,NA
INMT,16.38579785,-0.002152196,0.062961801,0.828725752,NA
INO80B-WBP1,9.109579344,-0.002254714,0.063621763,0.617930799,NA
INSL6,19.26336257,0.005231154,0.063197678,0.608340342,NA
INSM1,51.80471403,0.014442967,0.064556066,0.293396469,NA
INSYN1,13.037242,0.007462787,0.064013002,0.259643362,NA
INSYN2A,14.26495523,0.018989335,0.06714284,0.062316118,NA
INSYN2B,25.63706461,-0.006509414,0.063189971,0.55889679,NA
IQANK1,28.48342895,-0.012592049,0.064672343,0.226687436,NA
IQCD,8.387526366,-0.000957351,0.063284957,0.892659895,NA
IQCH,8.28854959,-0.00538995,0.063768936,0.372363055,NA
IQCM,8.477345748,-0.003142922,0.063489643,0.63303912,NA
IQCN,18.00825779,-0.014205628,0.065697669,0.047971937,NA
IRAG1,49.02996475,-0.003232522,0.061703251,0.837604507,NA
IRAK1BP1,52.94649614,0.017532592,0.06575993,0.191802969,NA
IRF4,8.815333895,0.003105216,0.063514782,0.623215034,NA
IRGM,12.21015591,-0.006114879,0.063494439,0.502342659,NA
IRS1,29.84118251,-0.011665284,0.064166769,0.318640625,NA
IRS4,29.01745718,-0.033344384,0.075767729,0.015919123,NA
ISL2,14.1534085,0.012027968,0.064781224,0.179016139,NA
ISLR2,10.93860445,0.007204563,0.063988863,0.268122383,NA
ISM1,20.73542699,0.002569939,0.062813616,0.816936968,NA
ITGA1,23.47814639,0.003276095,0.063134277,0.726058757,NA
ITGA10,19.32231002,-0.004843409,0.063220749,0.633693948,NA
ITGA2,48.23012176,0.028208442,0.070552103,0.095775858,NA
ITGAD,34.98849981,-0.004509041,0.062592699,0.724361428,NA
ITGB1BP2,13.25224688,0.00832639,0.063842146,0.368700891,NA
ITGB4,16.11951766,-0.000696059,0.063365567,0.914467428,NA
ITIH2,10.49971343,-0.006432861,0.063713397,0.409137874,NA
ITIH5,32.35143533,0.005052495,0.062308099,0.721112227,NA
ITK,46.5186656,0.008118574,0.06328562,0.501054084,NA
ITPKA,22.67341963,-7.42E-05,0.063104356,0.991391947,NA
IYD,12.86385957,0.000475151,0.063416108,0.941041628,NA
IZUMO1,11.85467598,0.001951625,0.0631821,0.819804382,NA
IZUMO4,22.95346372,-0.003828119,0.063143438,0.695741278,NA
JADE3,38.74165014,0.008614853,0.062992108,0.531066931,NA
JAKMIP1,23.38709662,0.003731138,0.06273833,0.753288634,NA
JAKMIP3,11.91110308,-0.001319831,0.063263737,0.863617667,NA
JAM2,28.04482374,0.021904548,0.067820712,0.104560133,NA
JAM3,9.518335858,0.005185084,0.06362597,0.466691977,NA
JCAD,10.98829435,0.002805496,0.063538595,0.626420556,NA
JPH2,18.79800175,0.003858008,0.062955682,0.72014429,NA
JPH3,7.632371126,-0.000382427,0.063321066,0.955058566,NA
JSRP1,41.18167814,0.015516825,0.064638275,0.288237835,NA
KANK3,48.82434369,0.885136713,0.263960973,3.09E-05,NA
KAZALD1,48.04395368,0.005511726,0.062374344,0.697325965,NA
KBTBD11,9.439195734,-0.001660758,0.06339461,0.804552817,NA
KBTBD11-OT1,13.77469285,0.002524467,0.063720062,0.440481719,NA
KBTBD12,6.956170436,-0.002809723,0.063465657,0.670969207,NA
KCNA10,25.56735307,0.0029674,0.062457157,0.826286482,NA
KCNA7,16.55560681,0.005606296,0.063261126,0.580881271,NA
KCNAB3,17.90483177,0.019971842,0.067516427,0.061012889,NA
KCNB1,58.72346162,0.004082926,0.061819053,0.796497742,NA
KCNC1,7.1201987,0.006097737,0.06387962,0.302826844,NA
KCND1,19.56113773,0.002399574,0.063144302,0.787340624,NA
KCND3,9.124708236,-0.007257228,0.063819816,0.367488231,NA
KCNE4,57.70347176,-0.022046405,0.06648768,0.210792521,NA
KCNG2,14.09525817,-0.006003697,0.063426609,0.523452309,NA
KCNG4,10.33709325,-0.004990497,0.063488949,0.536527379,NA
KCNH1,13.79942936,2.40E-05,0.063294564,0.999380854,NA
KCNH2,8.424595253,0.00843016,0.064183689,0.217427387,NA
KCNH3,15.06885214,-0.004255157,0.063622561,0.487372242,NA
KCNH4,46.96913875,0.000421347,0.061798716,0.984506974,NA
KCNH6,19.73712344,0.010935118,0.064001068,0.347961216,NA
KCNJ1,58.60466715,0.012767476,0.063037956,0.452059413,NA
KCNJ11,6.76189567,3.04E-05,0.063475016,0.996628988,NA
KCNJ13,10.94607815,-0.013465983,0.06535294,0.088199556,NA
KCNJ14,50.26550841,0.000554258,0.061606817,0.974593915,NA
KCNJ15,41.60965133,0.023775692,0.06945918,0.033027534,NA
KCNJ3,7.982199929,-0.004890975,0.063668655,0.442993291,NA
KCNK10,7.401061827,0.003844178,0.063499884,0.589677116,NA
KCNK12,14.8497758,-0.009223219,0.064187208,0.257500516,NA
KCNK3,17.42835416,-0.000316537,0.062871514,0.974116143,NA
KCNK5,8.184206585,0.003097589,0.063365181,0.688576573,NA
KCNK7,13.38491666,0.001776614,0.063207012,0.832121466,NA
KCNMB3,35.64907061,0.014616486,0.064735522,0.270762533,NA
KCNMB4,37.51921288,-0.010598497,0.063553991,0.418608864,NA
KCNN1,58.78377642,-0.01221191,0.064339626,0.293318851,NA
KCNN3,12.28864349,0.007773177,0.064088247,0.228623789,NA
KCNQ5,12.37361583,-0.005009158,0.063604307,0.48771343,NA
KCNRG,25.16778,-0.021524093,0.06794361,0.078694649,NA
KCNS1,7.756171846,-0.010133392,0.064541252,0.149670411,NA
KCNS3,7.902709487,0.007454009,0.063956677,0.303195334,NA
KCNT1,21.29257038,0.006674889,0.063645159,0.440227384,NA
KCNV1,24.40366152,0.005103498,0.06292027,0.662150638,NA
KCTD15,12.35410254,0.010658113,0.064819875,0.052548763,NA
KCTD19,12.26348199,0.003504089,0.063625519,0.526321197,NA
KDM4D,23.20021915,0.007204016,0.063289714,0.521842078,NA
KDM5D,9.441342703,0.000744879,0.063433115,0.903715053,NA
KDR,29.209679,0.027122458,0.071000066,0.043899187,NA
KHDC1,30.73465973,-0.000832339,0.062441508,0.945153337,NA
KIAA1210,26.75570685,0.00345233,0.06260438,0.779580547,NA
KIAA1217,31.77179689,-0.005259312,0.063549338,0.499373255,NA
KIAA1549,38.35339336,-0.005601903,0.062011508,0.718767082,NA
KIAA1755,18.545866,0.005285458,0.063840782,0.308779624,NA
